user_id,song_id,song_name,artist,rating
3,47Sa7pC00F7D5Z0i7HC5la,DOG HOUSE (feat. Julia Wolf & Yeat),Drake,3
3,1ff8lsrJ2kuZuofMw81EQo,Save a Prayer - 2009 Remaster,Duran Duran,3
3,7yQvxdXqotBSRCAYOIOGVt,Autumn Sky,Vincent Fanguro,2
3,0SfcG65T1KKCj5NQffpzQR,Não Quero Dinheiro (Só Quero Amar),Tim Maia,5
3,05lLXO1gallwajxAD4aTvE,Christmas Dirtbag,Wheatus,1
3,5TXQCMKN6TgemTL3c4wRTn,Sorrows,Bryson Tiller,3
3,42GKyvz5KBsHTBaLpo3cqJ,Zombie,YUNGBLUD,2
3,3asFGFY3uLjMDmML1p0tYm,Savior,Rise Against,3
3,4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',Sean Paul,2
3,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,1
3,5i0eJv1DzuyhaYnro4wTKg,Crazy Story (feat. King Von),Only The Family,3
3,0NSKePv9EAvvCL4YHiMfUv,Over & Over,Rio Romeo,3
3,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,Sam Smith,3
3,5qdQPrWmZv8xYhMJCDrdHF,Heartache Medication,Jon Pardi,2
3,7z9chavxReUpyOZoAkUnUb,MIB,Myke Towers,3
3,00kIWJu9IHiQ6i0qJAU0Z9,Amor Completo,Mon Laferte,3
3,2Gt7fjNlx901pPRkvBiNBZ,Take Me Back To Eden,Sleep Token,1
3,6RPDAf8p0lGL3jxpnuNotC,Cassie,Flyleaf,3
3,2PljnVsnl2PRwCvfhbdQup,Plan B,Megan Thee Stallion,2
3,2yJ9GVCLMmzBBfQAnfzlwr,THat Part,ScHoolboy Q,1
3,29ZXwWOOLz9t5fa3eT3i7T,223's (feat. 9lokknine),YNW Melly,3
3,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,Post Malone,5
3,4c2xt1trwYZpMqPWY35Xi9,Jaded,Drake,2
3,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",The Rolling Stones,1
3,2GWCZJWundoYi5IloWIgTX,eyes don't lie,Isabel LaRosa,2
3,12M5uqx0ZuwkpLp5rJim1a,Cornelia Street,Taylor Swift,4
3,0aVM2DspPoHNTDBm7ehySx,Necromancer,Joy Again,4
3,1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,2
3,6uNP8aOZphmhsYlOwRhNh1,Somewhere Only We Know,Keane,4
3,4w552MI4k7dwPHLjI8YOBy,Love Scars,Trippie Redd,3
3,7jRoWfRlLnGYEIEn4t4kbq,London Bridge,Fergie,5
3,0yvPEnB032fojLfVluFjUv,Sorry Not Sorry,Demi Lovato,5
3,4sUreUOAY8aJEGxqPwIWI9,Backwards,Jonas Brothers,2
3,79b4FaEBPxwG2lVzYpvKoy,The Father's House (Studio),Cory Asbury,2
3,3YvFXuk2IuWW32zeOTV3Q9,Romeo,Dove Cameron,2
3,3PFaFVWq5wucLu6s4baj9D,Girl (feat. KAYTRANADA),The Internet,3
3,76YSWx6L6FNsuaP6GWBb8P,All For Us,Labrinth,4
3,01Lr5YepbgjXAWR9iOEyH1,Love Sosa,Chief Keef,2
3,7Ewz6bJ97vUqk5HdkvguFQ,Heaven,Bryan Adams,2
3,43iIQbw5hx986dUEZbr3eN,From The Start,Laufey,1
3,0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,4
3,2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,4
3,5qG4mrKUlmGce1FA4wGrr7,10's,Pantera,3
3,2yOm4lN7aTygtXanJFNFWU,"Any Time, Any Place",Janet Jackson,1
3,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,1
3,0UHB9METy4VCXNgkcGqHqS,Kiss It Better,Rihanna,4
3,1SVhTS4l0sLFsP2Abme05l,Just Us (feat. Doja Cat),Jack Harlow,2
3,1gyee1JuFFiP476LQpRMYU,The Red,Chevelle,4
3,0AUvWawuP0ibk4SQ3sIZjk,Daisy,Ashnikko,3
3,0q6LuUqGLUiCPP1cbdwFs3,On Melancholy Hill,Gorillaz,4
3,5lDixe3b2yQDQ18lAUoSWq,Wicked Game,Chris Isaak,3
3,0CbESIyx34Usxoy7emUEBd,All These Things I Hate (Revolve Around Me),Bullet For My Valentine,3
3,3bD1rBz24Pnu6tjXf4wJxH,FUN!,fromis_9,5
4,5GPAV4NrGqQZajJw5Z1SkX,About Her,yeule,4
4,64kEBCPbeV06af3omyh1Ju,Just for Now,Imogen Heap,4
4,5Bge1Dsqjc14hhGguYML5w,Why Do You Feel So Down,Declan McKenna,1
4,1JNsKjaCFgTxjP3EkKfYZo,LOOP (feat. Lil Cherry),Yves,5
4,5wPnPIZS8wr4lPNLz4qvHK,Who,Jimin,2
4,0nS3lmnyaFyXuGVZp5XCqj,BIBI Vengeance,BIBI,2
4,7tUEDtHchueeUJTfEFEhii,Right Here - Human Nature Radio Mix,SWV,2
4,4absiGHMelB8eH976ytjBj,Evil,Interpol,2
4,7HacCTm33hZYYN8DXpCYuG,I Like It,Enrique Iglesias,1
4,2AYEOC02WLhUiOoaig2SEH,Out of My League,Fitz and The Tantrums,3
4,57ENogEkvFsU7Wmt3lvQMG,Two Six,J. Cole,3
4,6ihL9TjfRjadfEePzXXyVF,Gives You Hell,The All-American Rejects,2
4,1wsRitfRRtWyEapl0q22o8,Guerrilla Radio,Rage Against The Machine,4
4,5l6hpyTGBK0LAAxgPnqTQL,Look After You,The Fray,5
4,5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,1
4,2kQuhkFX7uSVepCD3h29g5,Smack That,Akon,2
4,0ltgsHBUPGRnFn8P4fNrTh,In the A (feat. 21 Savage),G Herbo,3
4,27sBcXtgTBSJRdUxei1a7J,Sexy Villain,Remi Wolf,1
4,37adYGaYaAWTGhBaOzX4Fh,Take A Slice,Glass Animals,3
4,0tNuJpBgtE65diL6Q8Q7fI,On & On,Erykah Badu,4
4,5b3yINi6jbTdURfGU4nKoC,Feisty,Smerz,4
4,72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,David Bowie,1
4,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,3
4,5gH0Jr4nPOHPapmjfSYs4Y,Victim Of Luck,Metric,1
4,6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,4
4,5Hg1m5uhSPL75ejQgPOmyc,Heaven Knows,54 Ultra,3
4,3dPtXHP0oXQ4HCWHsOA9js,夜に駆ける,YOASOBI,1
4,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,1
4,03kZca43rgVgphYctcopJU,Breathe In,Frou Frou,2
4,59WDUxuy4lvvzSGgXRhAu6,Fantasy,Snow Strippers,2
4,3sslYZcFKtUvIEWN9lADgr,First Love/Late Spring,Mitski,3
4,6Ko6VLnveSju6IZiwONLTt,Baby Blue,King Krule,3
4,0KpIXnC0uUnlGZDhwISGzc,Strut,Ayanna Ife,4
4,1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,4
4,3DK6m7It6Pw857FcQftMds,Runaway,Kanye West,5
4,2BzEsfwqucjlBSFu8s74sz,Crushed,Parkway Drive,2
4,4VxTzYm00mg82MuoT35Ja7,CHANEL,Tyla,3
4,2hCFo7Rd91GyhyamQgrV3b,CUT,Panchiko,1
4,3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,3
4,7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",Beach Weather,2
4,3R0iBxpHG7h7dtAcouMicG,Intimate Relationships,Hunxho,4
4,39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,2
4,4Mve2PSQqMtVn5DemVoBYr,Aphasia,Pinegrove,2
4,612bl0KHzyyxEhPzuMqM6e,Golden Brown - Slowed Down Version,The Stranglers,1
4,0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,Gwen Stefani,3
4,4MRT0dDbhqFKl67WzhUbSw,Only,Nicki Minaj,4
4,7bUDqxOfZjVkp0f6vf3cGy,Out Of My Hands,Future,2
4,5KUNwkaNf8l5A9sXZhiCgI,Rapp Snitch Knishes,MF DOOM,3
4,0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,3
4,5vTD9vLsJ979ug2rz3d6US,Hey - Slowed,Luci4,4
4,0mXDySw7m2OXK6Wd9hc9Js,I'm Scum,IDLES,1
4,5odlY52u43F5BjByhxg7wg,golden hour,JVKE,5
4,4aVuWgvD0X63hcOCnZtNFA,Hold the Line,TOTO,3
4,6t6oULCRS6hnI7rm0h5gwl,Some Nights,fun.,3
4,1ZozJfi8u9cO2Ob8KwiwNT,Higher,Creed,1
4,3O30ywyRk6EKT68sBvVqOP,Hollywood Forever Cemetery Sings,Father John Misty,5
5,6KBYefIoo7KydImq1uUQlL,Bodak Yellow,Cardi B,1
5,5LyRtsQLhcXmy50VXhQXXS,Holy Wars...The Punishment Due - 2004 Remix,Megadeth,5
5,5W7xC99N2Zzfh69r7I7zWK,Aston Martin Music,Rick Ross,4
5,5UJbgR4XF4y1DvbkxEqe8S,Sports car,Tate McRae,5
5,7otCGmgp9h4CsR2LhwB6gt,Another Love,Tom Odell,3
5,2lwwrWVKdf3LR9lbbhnr6R,Float On,Modest Mouse,4
5,3kZC0ZmFWrEHdUCmUqlvgZ,I Will Follow You into the Dark,Death Cab for Cutie,3
5,2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,4
5,2oRNyf4qlAzGz6LljMcDJp,cliche,2hollis,1
5,2IWtloZYQDcP8Ashwx8QEF,Black Out Days,Phantogram,4
5,2mWfVxEo4xZYDaz0v7hYrN,Juna,Clairo,1
5,6QhXQOpyYvbpdbyjgAqKdY,Cecilia,Simon & Garfunkel,4
5,54cWVWqgyFukgDKQYmaKM3,Stupify,Disturbed,3
5,24teIhDYO2RocTA2v5dY0r,Extssy Model,Junior H,5
5,5NLuC70kZQv8q34QyQa1DP,Fight For Your Right,Beastie Boys,3
5,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),Flo Rida,1
5,6puhdS8hZGcy38lvnixSm7,hysteric,jaydes,3
5,0t7kjpVLgOYITrSfFCoBEA,Gee,Girls' Generation,4
5,3BZGi1yUqQyCNC868AqUGG,Big in Japan,Alphaville,4
5,5aEqcblO0Z6JloFJXtxyhe,Everytime We Touch,Cascada,5
5,4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,3
5,71JkyCi11ETSz58jhgg2YE,Ebony Eyes,Rick James,4
5,1Kgyx7NLtzsa3gWV1efGHu,Sexy Movimiento,Wisin & Yandel,1
5,4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,Junior H,1
5,6XAA7T9VHcqKQSzjmXAJ8o,That's All She Wrote,T.I.,3
5,5GKwq4sO5ZHKuWaDmdwMQc,Bad Boy,Red Velvet,5
5,63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green,5
5,364JzOajs76bJymjHm3sVY,ピースサイン - Peace Sign,Kenshi Yonezu,3
5,5iR8v6fTc33LDo2t4w3342,Futile Devices (Doveman Remix),Sufjan Stevens,2
5,0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),J. Cole,4
5,4FEr6dIdH6EqLKR0jB560J,Rosemary,Deftones,5
5,3TO7bbrUKrOSPGRTB5MeCz,Time,Pink Floyd,1
5,6eBK3edMW7bEzecF1eCezc,(Everything I Do) I Do It For You,Bryan Adams,4
5,3hut1ozNEFwZ8W1rxATaH9,Music,underscores,1
5,0RjG5JmdOWXAR68dGlKBA5,Hidden In the Sand,Tally Hall,3
5,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,1
5,1EhvYd5e7vkoN3udEN1Vyl,Got 'Til It's Gone,Janet Jackson,2
5,6fybp4N6eW3bsFAvARxyVe,Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,5
5,3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,KAROL G,1
5,0OpC8hRrbsh24taKOsQBEX,Real Man,beabadoobee,5
5,5VA4Ispp52EA1sOqzMz3Av,All I Want Is You (feat. J. Cole),Miguel,1
5,2mzM4Y0Rnx2BDZqRnhQ5Q6,Free Mind,Tems,5
5,1jJci4qxiYcOHhQR247rEU,Kids,MGMT,4
5,50Re2bLgXqG9qN7v2QHNTm,Outside,Staind,4
5,1Q7EgiMOuwDcB0PJC6AzON,Best Part (feat. H.E.R.),Daniel Caesar,3
5,22vgEDb5hykfaTwLuskFGD,Sucker,Jonas Brothers,1
5,56lhDZNQ5J47aog6mGKeGk,Thunder Road,Bruce Springsteen,5
5,1gyee1JuFFiP476LQpRMYU,The Red,Chevelle,4
5,2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,3
5,7ncPjJBktLEOpstY5JOUMK,一途,King Gnu,2
5,5g7rJvWYVrloJZwKiShqlS,Dirty Paws,Of Monsters and Men,3
5,7qjZnBKE73H4Oxkopwulqe,back to friends,sombr,3
5,5Ravsw8TmHN5wBiYPPYUFw,Right Now (Na Na Na),Akon,5
5,17sOAutZqK3xM5O6Cc2pMj,Abracadabra - Gesaffelstein Remix,Lady Gaga,1
5,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Drake,5
5,4PZQtsDTNlq5hFWmdBb5xh,Steady,Bella Kay,3
5,3HGwI9qwq5XqBDeZBV3zti,World Hold On (Children of the Sky) - Radio Edit,Bob Sinclar,2
5,4FUQtedaG22FWZ6lGyRApm,Rosary (feat. Travis Scott),Don Toliver,2
5,2xql0pid3EUwW38AsywxhV,Reflections,The Neighbourhood,3
5,1PREzVLuDT6PSE9sej4wnV,COQUETA,Fuerza Regida,4
5,3XKIUb7HzIF1Vu9usunMzc,Maria Maria (feat. The Product G&B),Santana,4
6,44hqFxUWsADWewEJELnncj,No Doubt,ENHYPEN,1
6,4w552MI4k7dwPHLjI8YOBy,Love Scars,Trippie Redd,4
6,66O0pFEFp23dgYjoAd6RKK,The Big Big Beat,Azealia Banks,4
6,1BLfQ6dPXmuDrFmbdfW7Jl,A Little Piece of Heaven,Avenged Sevenfold,1
6,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,3
6,0wz1LjDb9ZNEYwOmDJ3Q4b,Surfin' U.S.A. - Remastered 2001,The Beach Boys,5
6,6F5c58TMEs1byxUstkzVeM,Roar,Katy Perry,3
6,4Hff1IjRbLGeLgFgxvHflk,DARE (feat. Shaun Ryder & Roses Gabor),Gorillaz,4
6,6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,2
6,7K8XoQXZBffc4xG2xIQHMO,Rock That Body,Black Eyed Peas,4
6,2iksjpqL3eraxCBKqNHuqd,YES IT IS,Leon Thomas,5
