user_id,podcast_name,listen_count
26,How to Spanish Podcast,8
26,"The Balanced, Beautiful and Abundant Show- Rebecca Whitman",14
26,Unblinded with Sean Callagy,2
26,Practical AI,1
26,The Jamie Kern Lima Show,8
27,Rates & Barrels: A show about Baseball,4
27,So True with Caleb Hearon,12
27,Navigating Narcissism with Dr. Ramani,12
27,Building AI Boston,4
27,The Tamsen Show,9
27,Passion Struck with John R. Miles,6
27,Quantum Matters: Where Quantum Computing Gets Real,1
27,Section 10,4
27,Pretty Tough with Maria Sharapova,5
27,Bourbon with Brad,4
27,VINCE,10
27,Two Girls One Ghost,35
27,Maxwell Leadership Podcast,7
28,The AI XR Podcast,3
28,Habits and Hustle,4
28,Conversations with Tyler,11
28,How I Invest with David Weisburd,2
28,Sleep With Me,8
28,We're Out of Time,9
28,The Daily Stoic,8
28,"Clutterbug - Real-Life Hacks and Tips to Declutter, Organize and Clean your Home Fast",15
28,Odd Lots,2
28,Lenny's Podcast: Product | Career | Growth,2
28,Human School,11
28,The Rob Carson Show,15
28,Fore Play,2
28,The Herd with Colin Cowherd,4
28,Knowledge Fight,10
28,American Nightmares - Gardens of Evil: Inside The Zion Society Cult,44
28,The Curiosity Shop with Brené Brown and Adam Grant,8
28,Coffee Break Italian,9
29,Biohack-it,6
29,Locked On Bills - Daily Podcast On The Buffalo Bills,3
29,Project Mind Control,46
29,Two Hot Takes,14
29,No Such Thing As A Fish,7
29,Crime Weekly,25
29,Well Beyond Medicine: The Nemours Children's Health Podcast,10
29,The Lonely Island and Seth Meyers Podcast,11
29,More Life with Carl Radke,13
29,Jim Cornette Experience,4
29,The Skip Podcast,1
29,On Purpose with Jay Shetty,14
29,What Is Happening Here | Canadaland Investigates,44
29,The Psychology of your 20s,8
29,Jocko Podcast,2
29,Collector Nation,4
29,Well There‘s Your Problem,4
29,Get Up,4
29,NFL Stock Exchange: An NFL Draft Podcast,2
29,Catalyst with Shayle Kann,3
29,We're Out of Time,13
29,"Extend Podcast with Darshan Shah, MD",11
29,A Better Way to Money,1
29,Get Better Faster,9
29,CS 153,1
30,The Intelligence from The Economist,6
30,Locked On Cowboys - Daily Podcast On The Dallas Cowboys,1
30,Not Gonna Lie with Kylie Kelce,10
30,The Weekly Show with Jon Stewart,10
30,Into The Dark,34
30,American Nightmares - Gardens of Evil: Inside The Zion Society Cult,16
30,Latent Space: The AI Engineer Podcast,2
30,Brian Windhorst & The Hoop Collective,5
30,Jill on Money with Jill Schlesinger,3
30,Political Gabfest,14
30,The George Janko Show,5
31,The Daily Show: Ears Edition,15
31,The Money Mondays,1
31,Live Like the World is Dying,5
31,Apple Events,4
31,ADHD Experts Podcast,13
31,Office Ladies,5
31,Learning English Conversations,12
31,Main Justice,13
31,硅谷101,2
31,SOAR – Braking Barriers Podcast,12
31,Human Capital Network,12
31,The Clark Howard Podcast,4
31,Club Shay Shay,4
31,Version History,5
31,Casefile True Crime,20
31,Someone Knows Something,49
31,Plaintext with Rich,1
31,Into the Next,15
32,Be Better Tribe,8
32,Think Fast Talk Smart: Communication Techniques,1
32,BILFPOD,5
32,Tin Foil Hat With Sam Tripoli,15
32,6 Minute English,8
32,PTI,4
32,Sh!t That Goes On In Our Heads,10
32,Laugh Lines with Kim & Penn Holderness,11
32,The Long Game with Jake Sullivan and Jon Finer,14
32,No Such Thing As A Fish,14
32,EXPANDED Podcast by To Be Magnetic™,8
32,"The Determined Society with Shawn French | Mindset, Adversity & Growth",9
32,Mind If We Talk?,11
32,The Commentary Magazine Podcast,11
32,The Daily Stoic,8
32,All In with Chris Hayes,6
32,The Binge Cases: My Mother's Lies,23
32,How Did This Get Made?,8
32,Strictly Anonymous Confessions,12
32,The Idiot,28
32,Plaintext with Rich,3
33,The Dr. John Delony Show,5
33,The Mel Robbins Podcast,9
33,Always Connected,13
33,» Divine Intervention Podcasts,7
33,Waveform: The MKBHD Podcast,5
33,The Read,11
33,Raging Moderates with Scott Galloway and Jessica Tarlov,10
33,Duolingo Spanish Podcast,8
33,The Clay Travis and Buck Sexton Show,11
33,The Right Time with Bomani Jones,2
33,Financial Feminist,4
33,The Daily,10
34,Blink | Jake Haendel's Story,48
34,The AI News Daily Brief,4
34,The Dan Le Batard Show with Stugotz,15
34,Normal Gossip,11
34,Part Of The Problem,5
34,Your Mom's House with Christina P. and Tom Segura,12
34,The AI XR Podcast,2
34,Money For Couples with Ramit Sethi,2
34,Coffee Break Italian,7
34,Decisions That Built a Business,5
34,Tech Won't Save Us,4
34,Unblinded with Sean Callagy,5
35,Vile and Horrendous,6
35,The Jesse Kelly Show,12
35,Jim Cornette’s Drive-Thru,3
35,Up and Vanished,46
35,SmartLess,10
35,What's Next｜科技早知道,3
35,First Take,4
35,The Mel Robbins Podcast,12
35,Legion of Skanks Podcast,13
35,Makes Sense - with Dr. JC Doornick,11
35,Rise & Roar with the Badass Lioness,13
35,The Ringer's Philly Special,5
35,Mind Pump: Raw Fitness Truth,8
35,Immersive Spanish,11
35,Not Gonna Lie with Kylie Kelce,14
35,True Crime Garage,28
35,TBPN,2
35,Therapuss with Jake Shane,15
35,The Liz Moody Podcast,11
35,The Kim Komando Show,1
35,Navigating Narcissism with Dr. Ramani,8
35,Tech Brew Ride Home,1
36,Learning English Conversations,10
36,Verdict with Ted Cruz,15
36,"Tomorrow, Today",1
36,VINCE,13
36,Practical AI,1
36,DecaMillionaire Decoded,2
36,The Deck,15
36,The Daily Beans,6
36,Trace of Suspicion,29
36,THE DAILY BLAST with Greg Sargent,7
36,Dear Chelsea,11
36,Take Your Shoes Off w/ Rick Glassman,15
36,Maxwell Leadership Podcast,10
36,New Heights with Jason & Travis Kelce,3
36,Locked On Packers - Daily Podcast On The Green Bay Packers,4
36,Drinkin‘ Bros Podcast,8
37,We're All Insane,12
37,Tin Foil Hat With Sam Tripoli,8
37,The Curbsiders Internal Medicine Podcast,8
37,Motivation Daily by Motiversity,5
37,The Mello Millionaire with Tommy Mello,2
37,The Dose,12
37,Amanda Knox Hosts | DOUBT: The Case of Lucy Letby,22
37,In The Dark,46
37,Blink | Jake Haendel's Story,24
37,Tell 'em Faulk,2
37,The Megyn Kelly Show,6
38,The Tim Dillon Show,10
38,The Toast,9
38,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,24
38,The Curiosity Shop with Brené Brown and Adam Grant,8
38,Nothing much happens: bedtime stories to help you sleep,7
38,The Adam Friedland Show,10
38,"Conspiracy Theories, Cults, & Crimes",41
38,The Idiot,38
38,The Bible in a Year (with Fr. Mike Schmitz),13
38,Crime Stories with Nancy Grace,19
38,Galaxy Brain,2
38,"Murder, Mystery & Makeup",50
38,Scared To Death,34
38,Be Better Tribe,5
38,Well There‘s Your Problem,4
39,Happier Ladies,13
39,We're All Insane,6
39,Biohack-it,9
39,You Should Know Podcast,11
39,NFL Daily with Gregg Rosenthal,3
39,The Jordan Harbinger Show,11
39,Common-Sense Wellness,13
39,The Athletic FC Podcast,4
39,Easy Spanish: Learn Spanish with everyday conversations | Conversaciones del día a día para aprender español,5
39,Casefile True Crime,30
39,Grab Coffee With Me,3
39,Into The Dark,43
39,Happier with Gretchen Rubin,10
40,Dumb Blonde,5
40,SmartLess,8
40,In The Dark,23
40,Think AI Podcast,2
40,Shell Game,4
40,3 and Out with John Middlekauff,1
40,The Mello Millionaire with Tommy Mello,1
40,Being Well with Forrest Hanson and Dr. Rick Hanson,15
40,"Feel Better, Live More with Dr Rangan Chatterjee",13
40,Dear Chelsea,15
40,Morning Joe,13
40,Brooke and Jeffrey: Second Date Update,8
40,Relocalizing Health with Dave Chase,11
40,The Headlines,14
40,Betrayal Weekly,41
40,Sh!t That Goes On In Our Heads,8
41,Panic World,12
41,Infamous,11
41,The Dollop with Dave Anthony and Gareth Reynolds,2
41,Brian Windhorst & The Hoop Collective,1
41,Young and Profiting with Hala Taha,13
41,The Best of Car Talk,2
41,The Fighter & The Kid,3
41,OMEGA MALE,41
41,Dr. Jockers Functional Nutrition,12
41,The Squeeze,7
41,Moonshots with Peter Diamandis,13
41,IT IS WHAT IT IS,1
41,Office Hours with Arthur Brooks,6
41,Reshaping Workflows with Dell Pro Precision and NVIDIA RTX PRO GPUs,5
41,Sober Cast: An (unofficial) Alcoholics Anonymous Podcast AA,11
41,How Did This Get Made?,1
41,The Long Game with Jake Sullivan and Jon Finer,6
41,Purple Daily - A Minnesota Vikings Podcast,4
41,Bear Grease,2
41,The David Frum Show,12
41,Locked On Bills - Daily Podcast On The Buffalo Bills,1
41,And That's Why We Drink,2
41,Judging Meghan,6
41,The Matt Walsh Show,6
42,Morbid,11
42,Your Undivided Attention,9
42,Sleep With Me,13
42,What Is Happening Here | Canadaland Investigates,13
42,Freakonomics Radio,19
42,The Lonely Island and Seth Meyers Podcast,3
42,The Michael Jackson Case for Innocence Podcast,12
42,The Briefing with Jen Psaki,9
42,32 Thoughts: The Podcast,1
42,Acquired,15
42,The Liz Moody Podcast,15
42,True Crime Garage,7
42,No Agenda Show,8
42,The Tamsen Show,48
42,Primary Technology,12
42,Served with Andy Roddick,3
42,Tony Mantor: Why Not Me ?,8
43,The Athletic FC Podcast,2
43,The Illegal News with Sarah Longwell,9
43,ZOE Science & Nutrition,14
43,The Eugene Hamilton Podcast,31
43,Morning Brew Daily,12
43,On Purpose with Jay Shetty,7
43,The Squeeze,15
43,Uncanny Valley | WIRED,15
43,Becoming UnDone,23
43,The Toast,3
43,Crime Weekly,11
43,Watch What Crappens,35
43,Brian Windhorst & The Hoop Collective,5
43,IHIP News,49
43,EXPANDED Podcast by To Be Magnetic™,7
43,Runaway Country with Alex Wagner,13
43,Proof: A True Crime Podcast,11
43,Escaping the Drift with John Gafford,11
43,Freakonomics Radio,15
44,The Spirit Daughter Podcast,23
44,Life Kit,43
44,The Shotgun Start,1
44,The Human Upgrade: Biohacking for Longevity & Performance,6
44,Moonshots with Peter Diamandis,13
44,Dumb Blonde,5
44,Spittin Chiclets,2
44,Heed the Call NFL Podcast with Dan Hanzus & Marc Sessler,3
44,The Bulwark Podcast,20
44,Motivation Daily by Motiversity,40
44,Proof: A True Crime Podcast,12
44,Park Predators,5
44,Trauma Rewired,44
44,Raging Moderates with Scott Galloway and Jessica Tarlov,24
44,Bulwark Takes,10
44,» Divine Intervention Podcasts,41
44,Show Me Something,1
44,The Athletic NBA Daily,4
44,The Prosecutors,11
44,Morning Brew Daily,11
44,The David Guttman Podcast,6
44,Strictly Anonymous Confessions,12
44,Learn Spanish: Fluency in Real Life with Handyspanish,39
44,The Daily,26
45,Freakonomics Radio,23
45,Fresh Air,20
45,The Dose,28
45,Think Fast Talk Smart: Communication Techniques,10
45,Coffee Break Spanish,49
45,anything goes with emma chamberlain,28
45,The Rubin Report,14
45,The Best of Car Talk,5
45,SmartLess,1
45,"The Thyroid (and Hormone) Fixer Podcast: Thyropause, Menopause, Metabolism and How to Fix It",10
46,We're All Insane,11
46,X22 Report,11
46,Uncanny Valley | WIRED,6
46,Ricky Rambles,13
46,The First Degree,12
46,The Daily Motivation,39
46,Post Moves with Candace Parker & Aliyah Boston,4
46,Hard Fork,14
46,The Jordan Harbinger Show,33
46,Locked On Dolphins - Daily Podcast On The Miami Dolphins,2
46,Version History,11
46,This Week in AI,14
46,Jill on Money with Jill Schlesinger,7
46,The Prosecutors,6
46,The Peter Attia Drive,7
46,High Strange,15
46,Wake Up to Wealth,6
46,The Zach Lowe Show,4
46,Handsome,1
46,Smart Talks with IBM,15
47,Women Road Warriors,27
47,Nightcap,2
47,Plain English with Derek Thompson,5
47,Pour Minds Podcast,5
47,Founders,10
47,Mile Higher,13
47,EconTalk,48
47,The Yak,3
47,American Nightmares - Gardens of Evil: Inside The Zion Society Cult,5
47,Duolingo Spanish Podcast,47
47,Tech Brew Ride Home,9
47,This Week in AI,13
47,True Crime with Kendall Rae,10
47,American Alchemy with Jesse Michels,5
47,Resilient Parenting with Dr. Kate,39
47,Raging Moderates with Scott Galloway and Jessica Tarlov,41
47,Julian Dorey Podcast,5
47,Mostly Sports With Mark Titus and Brandon Walker,3
48,The Pat McAfee Show,5
48,The Bonfire with Big Jay Oakerson and Robert Kelly,1
48,Maintenance Phase,8
48,20/20,9
48,Dear Gabby,40
48,Timesuck with Dan Cummins,4
48,IN IT with Jordan Harper and Ashley Buckler,42
48,You Are Not Broken,5
48,The Peter Attia Drive,14
48,Darknet Diaries,15
49,Dr. Shawn Baker Podcast,6
49,What's Next｜科技早知道,14
49,"Clutterbug - Real-Life Hacks and Tips to Declutter, Organize and Clean your Home Fast",48
49,Not Another D&D Podcast,5
49,The Indicator from Planet Money,12
49,The Vault Unlocked,8
49,The Five,14
49,Business Wars,6
49,The Athletic FC Podcast,5
49,The MORE Show,8
49,The Ringer's Philly Special,3
49,We The Builders,6
49,Buried Bones - a historical true crime podcast with Kate Winkler Dawson and Paul Holes,7
49,This Past Weekend w/ Theo Von,3
49,AI to ROI  (fka Metrics that Measure Up),13
49,The Sports Junkies,1
49,The Breakthrough Effect,41
49,Andrew Schulz's Flagrant with Akaash Singh,3
49,"The Thyroid (and Hormone) Fixer Podcast: Thyropause, Menopause, Metabolism and How to Fix It",7
49,Dear Chelsea,1
49,Anatomy of Murder,14
49,Section 10,4
49,Comedy Saved Me,5
49,Fore Play,3
50,The World and Everything In It,13
50,Live Free with Josh Howerton,37
50,Human School,39
